StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,inherentSimilarity,hetereogenous,inductivePotential,internalCause,invented,constructedBoundary,immutability,attentionCheck,attentionCheck2,age,gender,gender_4_TEXT,race,race_15_TEXT,education,debrief_1,debrief_2,debrief_3,Create New Field or Choose From Dropdown...,condition,cb
2020-03-03 19:44:56,2020-03-03 19:48:02,IP Address,73.225.88.62,100,185,True,2020-03-03 19:48:02,R_3hEmuwAWVyAu9wE,,,,,47.4514007568359375,-122.3437042236328125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",32,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,,generic,essentialismKind
2020-03-03 19:45:12,2020-03-03 19:50:52,IP Address,76.22.41.237,100,339,True,2020-03-03 19:50:52,R_1CwpsKFWqniLLst,,,,,47.6858978271484375,-122.29940032958984375,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet,Were scared of the sun,Liked to write poetry,Built their home underground,Wore heavy jewelry",47,Female,,White/European American,,"Master's (M.A., M.S.)",no,I will learn something new.,good,,generic,essentialismKind
2020-03-03 19:47:40,2020-03-03 19:51:25,IP Address,69.143.168.234,100,225,True,2020-03-03 19:51:25,R_SN1TXdwXHFTD3W1,,,,,39.0005950927734375,-77.10030364990234375,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Mostly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",33,Male,,Click to write Choice 7,,Some college,No.,Perceptions about a group of people.,Nothing at all.,,formal,essentialismKind
2020-03-03 19:47:09,2020-03-03 19:51:58,IP Address,75.41.110.48,100,289,True,2020-03-03 19:51:59,R_QaFDzLzqf6KWOLT,,,,,42.2761993408203125,-83.258697509765625,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Mostly Disagree,Mostly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",35,Male,,White/European American,,"Master's (M.A., M.S.)",No problems,I don't know. This was really weird,I am not sure what to suggest,,control,kindEssentialism
2020-03-03 19:52:21,2020-03-03 19:53:51,IP Address,96.245.53.110,100,89,True,2020-03-03 19:53:51,R_erCC3o7pEhVmO9X,,,,,39.7006988525390625,-75.7418975830078125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Writing an essay about the political views of Zarpies,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet,Were scared of the sun,Liked to write poetry,Built their home underground,Wore heavy jewelry",47,Female,,White/European American,,"Master's (M.A., M.S.)",no,good,no,,control,kindEssentialism
2020-03-03 19:54:26,2020-03-03 19:57:39,IP Address,75.161.241.184,100,193,True,2020-03-03 19:57:40,R_4VfbsJ3hYbEipZT,,,,,35.13690185546875,-106.5198974609375,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Totally Agree,Totally Agree,Totally Disagree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",20,Male,,White/European American,,Some college,No,Unsure,No,,generic,essentialismKind
2020-03-03 20:03:25,2020-03-03 20:05:45,IP Address,24.38.201.116,100,140,True,2020-03-03 20:05:46,R_z0j7mPXD9qV6iOJ,,,,,40.6468963623046875,-73.9344024658203125,anonymous,EN,I do consent to participate,Slightly Disagree,Totally Disagree,Totally Disagree,Mostly Agree,Slightly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Had freckles on their feet,Built their home underground",28,Male,,Black/African American,,"Bachelor's (B.A., B.S.)",None,How people perceive racial identity groups and traits,None,,control,kindEssentialism
2020-03-03 20:04:54,2020-03-03 20:06:49,IP Address,64.50.246.144,100,115,True,2020-03-03 20:06:50,R_1kXhysGCZcOzx1R,,,,,46.5131072998046875,-122.4788970947265625,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Mostly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",20,Female,,White/European American,,Some college,,Understanding how people view categories within humanity.,,,generic,essentialismKind
2020-03-03 20:34:27,2020-03-03 20:40:45,IP Address,136.36.115.150,100,378,True,2020-03-03 20:40:45,R_3kweebtGHT6VZvb,,,,,40.7592010498046875,-111.8874969482421875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Disagree,Mostly Disagree,Totally Agree,Totally Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",46,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,Testing the degree to which people believe personal traits are  either innate or changeable.,no,,formal,essentialismKind
2020-03-03 20:48:20,2020-03-03 20:51:39,IP Address,66.169.33.237,100,198,True,2020-03-03 20:51:39,R_1E1cZT93XWTA7MT,,,,,34.9445953369140625,-82.22139739990234375,anonymous,EN,I do consent to participate,Totally Disagree,Mostly Agree,Totally Disagree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",37,Male,,"White/European American,Latino/Latina,Asian/Asian American",,"Master's (M.A., M.S.)","I wasn't sure about the specifics, many of the things were nonsensical and I didn't write them down.",I'm not sure.,Not have that hyper specific attention check at the end.,,formal,kindEssentialism
2020-03-03 20:50:51,2020-03-03 20:53:08,IP Address,71.8.164.10,100,137,True,2020-03-03 20:53:09,R_3Oe7NRXgSbUO4pd,,,,,46.1558074951171875,-123.79779815673828125,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,Had striped hair on the back of their head,33,Male,,White/European American,,"Master's (M.A., M.S.)",No,Not Sure,No,,control,essentialismKind
2020-03-03 21:07:01,2020-03-03 21:11:08,IP Address,136.37.34.186,100,246,True,2020-03-03 21:11:08,R_33DXPQNTKVQ0kiB,,,,,39.10009765625,-94.5782012939453125,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Disagree,Mostly Agree,Mostly Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",23,Male,,White/European American,,Some college,no,understanding perceptions of a fictional people in relation to self,no,,generic,kindEssentialism
2020-03-03 21:11:11,2020-03-03 21:14:28,IP Address,24.20.124.0,100,196,True,2020-03-03 21:14:28,R_2yeJGQe5oWUaSzT,,,,,45.5032958984375,-122.7743988037109375,anonymous,EN,I do consent to participate,Mostly Agree,Totally Disagree,Mostly Agree,Totally Agree,Totally Disagree,Totally Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",31,Male,,White/European American,,High school/GED,No problems.,Not sure.,,,formal,kindEssentialism
2020-03-03 21:10:38,2020-03-03 21:17:33,IP Address,73.110.37.188,100,415,True,2020-03-03 21:17:34,R_1QEqj6lZ6qZ07ci,,,,,41.45489501953125,-87.06130218505859375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Had striped hair on the back of their head,Had freckles on their feet,Built their home underground",51,Female,,"White/European American,Asian/Asian American",,"Master's (M.A., M.S.)",no,your take on things each zuppie had,no,,control,essentialismKind
2020-03-03 21:34:21,2020-03-03 21:52:06,IP Address,73.45.132.36,100,1064,True,2020-03-03 21:52:06,R_3fjzsO1LAhr81Td,,,,,40.6786041259765625,-89.6334991455078125,anonymous,EN,I do consent to participate,Totally Agree,Mostly Disagree,Slightly Agree,Mostly Agree,Mostly Agree,Mostly Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",27,Male,,White/European American,,Some college,n/a,unsure,n/a,,generic,kindEssentialism
2020-03-03 21:56:29,2020-03-03 22:00:18,IP Address,24.254.208.93,100,229,True,2020-03-03 22:00:19,R_1H0OZo1PMyujgV8,,,,,36.796905517578125,-76.1797027587890625,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Disagree,Mostly Agree,Mostly Agree,Slightly Agree,Slightly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",41,Male,,Black/African American,,"Master's (M.A., M.S.)",no,how we make judgements about an ethnic people based on similar characteristics,none,,generic,essentialismKind
2020-03-03 22:44:26,2020-03-03 22:56:22,IP Address,73.246.109.230,100,716,True,2020-03-03 22:56:22,R_2U9lUEGDr8eT5Nz,,,,,42.313995361328125,-88.99700164794921875,anonymous,EN,I do consent to participate,Slightly Agree,Totally Agree,Mostly Agree,Mostly Agree,Mostly Agree,Totally Agree,Totally Agree,Writing an essay about the political views of Zarpies,"Had freckles on their feet,Were scared of the sun,Liked to write poetry",32,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",No problems this survey. no anthing confusing.,my thinks verey useful.,No changes this survey.,,formal,kindEssentialism
2020-03-03 22:56:30,2020-03-03 23:01:41,IP Address,107.4.171.204,100,310,True,2020-03-03 23:01:41,R_YPN1q16nlpVtzaN,,,,,45.1692047119140625,-93.2487030029296875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Agree,Slightly Agree,Totally Agree,Slightly Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head",27,Female,,White/European American,,"Master's (M.A., M.S.)",NO,IT IS ABOUT HEARING A STORY AND ANSWERING QUESTIONS.,NO,,control,essentialismKind
